datatype,flow,timestamp,value,time_offset
bitrate,Gold,1612299408,16349952,164
packetcount,S2,1612299409,801,165
bitrate,S2,1612299409,9240336,165
bitrate,S1,1612299409,9228800,165
packetcount,S1,1612299409,800,165
bitrate,Gold,1612299409,13515648,165
packetcount,Gold,1612299409,1154,165
packetcount,Bronze,1612299409,1535,165
bitrate,Bronze,1612299409,17977920,165
packetcount,S1,1612299410,803,166
bitrate,Gold,1612299410,15776064,166
bitrate,S1,1612299410,9263408,166
packetcount,Gold,1612299410,1347,166
packetcount,S2,1612299410,805,166
bitrate,S2,1612299410,9286480,166
bitrate,Bronze,1612299410,15623808,166
packetcount,Bronze,1612299410,1334,166
packetcount,Gold,1612299411,1318,167
packetcount,S2,1612299411,799,167
bitrate,S2,1612299411,9217264,167
bitrate,Gold,1612299411,15436416,167
packetcount,S1,1612299411,796,167
bitrate,S1,1612299411,9182656,167
bitrate,Bronze,1612299411,16115712,167
packetcount,Bronze,1612299411,1376,167
packetcount,S1,1612299412,794,168
bitrate,Bronze,1612299412,15225600,168
packetcount,Bronze,1612299412,1300,168
bitrate,S1,1612299412,9159584,168
packetcount,S2,1612299412,803,168
bitrate,S2,1612299412,9263408,168
bitrate,Gold,1612299412,16303104,168
packetcount,Gold,1612299412,1392,168
bitrate,Bronze,1612299413,15202176,169
bitrate,S2,1612299413,9205728,169
packetcount,S2,1612299413,798,169
packetcount,Bronze,1612299413,1298,169
packetcount,S1,1612299413,795,169
bitrate,S1,1612299413,9171120,169
packetcount,Gold,1612299413,1398,169
bitrate,Gold,1612299413,16373376,169
packetcount,Gold,1612299414,1127,170
bitrate,Gold,1612299414,13199424,170
packetcount,S2,1612299414,801,170
bitrate,S1,1612299414,9159584,170
packetcount,S1,1612299414,794,170
bitrate,S2,1612299414,9240336,170
packetcount,Bronze,1612299414,1567,170
bitrate,Bronze,1612299414,18352704,170
packetcount,S1,1612299415,799,171
bitrate,Gold,1612299415,13550784,171
bitrate,S2,1612299415,9228800,171
packetcount,S2,1612299415,800,171
packetcount,Gold,1612299415,1157,171
bitrate,S1,1612299415,9217264,171
packetcount,Bronze,1612299415,1532,171
bitrate,Bronze,1612299415,17942784,171
packetcount,Gold,1612299416,1539,172
packetcount,S2,1612299416,804,172
bitrate,S2,1612299416,9274944,172
bitrate,Gold,1612299416,18024768,172
packetcount,S1,1612299416,795,172
bitrate,S1,1612299416,9171120,172
packetcount,Bronze,1612299416,1153,172
bitrate,Bronze,1612299416,13503936,172
bitrate,Gold,1612299417,15131904,173
packetcount,S2,1612299417,801,173
packetcount,Gold,1612299417,1292,173
packetcount,S1,1612299417,795,173
bitrate,S2,1612299417,9240336,173
bitrate,S1,1612299417,9171120,173
packetcount,Bronze,1612299417,1401,173
bitrate,Bronze,1612299417,16408512,173
packetcount,Gold,1612299418,1435,174
packetcount,S2,1612299418,803,174
bitrate,S2,1612299418,9263408,174
bitrate,S1,1612299418,9159584,174
bitrate,Gold,1612299418,16806720,174
packetcount,S1,1612299418,794,174
packetcount,Bronze,1612299418,1257,174
bitrate,Bronze,1612299418,14721984,174
packetcount,S2,1612299419,798,175
bitrate,S2,1612299419,9205728,175
packetcount,Gold,1612299419,1446,175
bitrate,Gold,1612299419,16935552,175
packetcount,S1,1612299419,794,175
bitrate,S1,1612299419,9159584,175
bitrate,Bronze,1612299419,14651712,175
packetcount,Bronze,1612299419,1251,175
packetcount,Bronze,1612299420,1326,176
packetcount,S2,1612299420,803,176
bitrate,Bronze,1612299420,15530112,176
bitrate,S2,1612299420,9263408,176
bitrate,S1,1612299420,9182656,176
packetcount,S1,1612299420,796,176
packetcount,Gold,1612299420,1364,176
bitrate,Gold,1612299420,15975168,176
packetcount,S1,1612299421,795,177
bitrate,Gold,1612299421,17544576,177
packetcount,S2,1612299421,799,177
bitrate,S2,1612299421,9217264,177
bitrate,S1,1612299421,9171120,177
packetcount,Gold,1612299421,1498,177
packetcount,Bronze,1612299421,1197,177
bitrate,Bronze,1612299421,14019264,177
packetcount,Gold,1612299422,1609,178
bitrate,S2,1612299422,9274944,178
bitrate,Gold,1612299422,18844608,178
packetcount,S2,1612299422,804,178
bitrate,S1,1612299422,9182656,178
packetcount,S1,1612299422,796,178
packetcount,Bronze,1612299422,1080,178
bitrate,Bronze,1612299422,12648960,178
bitrate,S1,1612299423,9240336,179
bitrate,Gold,1612299423,17029248,179
packetcount,S2,1612299423,803,179
bitrate,S2,1612299423,9263408,179
packetcount,S1,1612299423,801,179
packetcount,Gold,1612299423,1454,179
packetcount,Bronze,1612299423,1232,179
bitrate,Bronze,1612299423,14429184,179
packetcount,Bronze,1612299424,1231,180
bitrate,Bronze,1612299424,14417472,180
bitrate,S1,1612299424,9251872,180
packetcount,S1,1612299424,802,180
bitrate,S2,1612299424,9251872,180
packetcount,S2,1612299424,802,180
bitrate,Gold,1612299424,17029248,180
packetcount,Gold,1612299424,1454,180
packetcount,S2,1612299425,800,181
packetcount,S1,1612299425,794,181
bitrate,S1,1612299425,9159584,181
bitrate,S2,1612299425,9228800,181
packetcount,Bronze,1612299425,904,181
packetcount,Gold,1612299425,1791,181
bitrate,Bronze,1612299425,10587648,181
bitrate,Gold,1612299425,20971480,181
packetcount,S1,1612299426,799,182
packetcount,S2,1612299426,798,182
bitrate,Gold,1612299426,15658944,182
bitrate,S2,1612299426,9205728,182
bitrate,S1,1612299426,9217264,182
packetcount,Gold,1612299426,1337,182
packetcount,Bronze,1612299426,1356,182
bitrate,Bronze,1612299426,15881472,182
bitrate,Bronze,1612299427,13211136,183
packetcount,S1,1612299427,798,183
packetcount,Bronze,1612299427,1128,183
bitrate,S1,1612299427,9205728,183
packetcount,S2,1612299427,802,183
bitrate,S2,1612299427,9251872,183
packetcount,Gold,1612299427,1561,183
bitrate,Gold,1612299427,18282432,183
packetcount,S2,1612299428,805,184
bitrate,Gold,1612299428,19102272,184
packetcount,Gold,1612299428,1631,184
bitrate,S2,1612299428,9286480,184
packetcount,S1,1612299428,799,184
bitrate,S1,1612299428,9217264,184
packetcount,Bronze,1612299428,1054,184
bitrate,Bronze,1612299428,12344448,184
packetcount,Bronze,1612299429,1032,185
bitrate,Bronze,1612299429,12086784,185
packetcount,S2,1612299429,801,185
bitrate,S2,1612299429,9240336,185
packetcount,S1,1612299429,797,185
bitrate,S1,1612299429,9194192,185
packetcount,Gold,1612299429,1659,185
bitrate,Gold,1612299429,19430208,185
packetcount,S1,1612299430,795,186
packetcount,S2,1612299430,805,186
bitrate,S1,1612299430,9171120,186
packetcount,Gold,1612299430,1665,186
bitrate,Gold,1612299430,19500480,186
bitrate,S2,1612299430,9286480,186
packetcount,Bronze,1612299430,1024,186
bitrate,Bronze,1612299430,11993088,186
packetcount,Bronze,1612299431,1214,187
bitrate,Bronze,1612299431,14218368,187
bitrate,S2,1612299431,9251872,187
packetcount,S2,1612299431,802,187
packetcount,S1,1612299431,796,187
bitrate,S1,1612299431,9182656,187
packetcount,Gold,1612299431,1478,187
bitrate,Gold,1612299431,17310336,187
packetcount,Gold,1612299432,1302,188
packetcount,S1,1612299432,795,188
bitrate,S1,1612299432,9171120,188
bitrate,Gold,1612299432,15249024,188
bitrate,S2,1612299432,9228800,188
packetcount,S2,1612299432,800,188
bitrate,Bronze,1612299432,16303104,188
packetcount,Bronze,1612299432,1392,188
bitrate,Gold,1612299433,12590400,189
packetcount,Gold,1612299433,1075,189
packetcount,S1,1612299433,797,189
bitrate,S1,1612299433,9194192,189
packetcount,S2,1612299433,801,189
packetcount,Bronze,1612299433,1616,189
bitrate,S2,1612299433,9240336,189
bitrate,Bronze,1612299433,18926592,189
packetcount,Gold,1612299434,1120,190
packetcount,S1,1612299434,789,190
bitrate,S1,1612299434,9101904,190
bitrate,Gold,1612299434,13117440,190
packetcount,S2,1612299434,802,190
packetcount,Bronze,1612299434,1578,190
bitrate,S2,1612299434,9251872,190
bitrate,Bronze,1612299434,18481536,190
packetcount,Bronze,1612299435,1517,191
packetcount,S1,1612299435,798,191
bitrate,S1,1612299435,9205728,191
bitrate,Bronze,1612299435,17767104,191
packetcount,S2,1612299435,800,191
bitrate,Gold,1612299435,13749888,191
packetcount,Gold,1612299435,1174,191
bitrate,S2,1612299435,9228800,191
packetcount,S1,1612299436,795,192
bitrate,S2,1612299436,9240336,192
packetcount,S2,1612299436,801,192
packetcount,Bronze,1612299436,1387,192
bitrate,S1,1612299436,9171120,192
bitrate,Bronze,1612299436,16244544,192
packetcount,Gold,1612299436,1306,192
bitrate,Gold,1612299436,15295872,192
bitrate,S2,1612299437,9240336,193
packetcount,S2,1612299437,801,193
bitrate,S1,1612299437,9171120,193
packetcount,Bronze,1612299437,1274,193
packetcount,S1,1612299437,795,193
bitrate,Bronze,1612299437,14921088,193
packetcount,Gold,1612299437,1419,193
bitrate,Gold,1612299437,16619328,193
packetcount,S2,1612299438,804,194
bitrate,S2,1612299438,9274944,194
bitrate,Bronze,1612299438,14967936,194
packetcount,Bronze,1612299438,1278,194
bitrate,S1,1612299438,9251872,194
packetcount,S1,1612299438,802,194
packetcount,Gold,1612299438,1406,194
bitrate,Gold,1612299438,16467072,194
bitrate,Bronze,1612299439,14874240,195
bitrate,S2,1612299439,9217264,195
packetcount,Bronze,1612299439,1270,195
packetcount,S2,1612299439,799,195
bitrate,S1,1612299439,9205728,195
packetcount,S1,1612299439,798,195
packetcount,Gold,1612299439,1422,195
bitrate,Gold,1612299439,16654464,195
bitrate,Bronze,1612299440,15647232,196
packetcount,S2,1612299440,801,196
bitrate,S2,1612299440,9240336,196
packetcount,Bronze,1612299440,1336,196
packetcount,S1,1612299440,790,196
packetcount,Gold,1612299440,1362,196
bitrate,S1,1612299440,9113440,196
bitrate,Gold,1612299440,15951744,196
bitrate,Bronze,1612299441,14241792,197
packetcount,S2,1612299441,803,197
packetcount,Bronze,1612299441,1216,197
bitrate,S2,1612299441,9263408,197
packetcount,Gold,1612299441,1471,197
packetcount,S1,1612299441,799,197
bitrate,Gold,1612299441,17228352,197
bitrate,S1,1612299441,9217264,197
packetcount,S1,1612299442,799,198
packetcount,Gold,1612299442,1293,198
bitrate,S1,1612299442,9217264,198
bitrate,Gold,1612299442,15143616,198
packetcount,S2,1612299442,802,198
bitrate,S2,1612299442,9251872,198
bitrate,Bronze,1612299442,16338240,198
packetcount,Bronze,1612299442,1395,198
packetcount,Bronze,1612299443,1628,199
packetcount,S1,1612299443,800,199
bitrate,S1,1612299443,9228800,199
bitrate,S2,1612299443,9263408,199
packetcount,S2,1612299443,803,199
bitrate,Bronze,1612299443,19067136,199
packetcount,Gold,1612299443,1058,199
bitrate,Gold,1612299443,12391296,199
packetcount,S2,1612299444,802,200
bitrate,S1,1612299444,9251872,200
packetcount,S1,1612299444,802,200
bitrate,S2,1612299444,9251872,200
packetcount,Gold,1612299444,1346,200
bitrate,Gold,1612299444,15764352,200
bitrate,Bronze,1612299444,15670656,200
packetcount,Bronze,1612299444,1338,200
packetcount,Bronze,1612299445,1536,201
bitrate,Bronze,1612299445,17989632,201
packetcount,S1,1612299445,799,201
bitrate,S1,1612299445,9217264,201
packetcount,S2,1612299445,802,201
bitrate,S2,1612299445,9251872,201
packetcount,Gold,1612299445,1154,201
bitrate,Gold,1612299445,13515648,201
packetcount,S1,1612299446,792,202
packetcount,Bronze,1612299446,957,202
bitrate,Bronze,1612299446,11208384,202
packetcount,S2,1612299446,797,202
bitrate,S1,1612299446,9136512,202
bitrate,S2,1612299446,9194192,202
packetcount,Gold,1612299446,1743,202
bitrate,Gold,1612299446,20414016,202
packetcount,Bronze,1612299447,1356,203
packetcount,S1,1612299447,793,203
bitrate,S1,1612299447,9148048,203
bitrate,Bronze,1612299447,15881472,203
packetcount,Gold,1612299447,1339,203
bitrate,S2,1612299447,9228800,203
packetcount,S2,1612299447,800,203
bitrate,Gold,1612299447,15682368,203
packetcount,Gold,1612299448,1058,204
bitrate,S1,1612299448,9240336,204
bitrate,Gold,1612299448,12391296,204
packetcount,S2,1612299448,802,204
packetcount,S1,1612299448,801,204
bitrate,S2,1612299448,9251872,204
packetcount,Bronze,1612299448,1629,204
bitrate,Bronze,1612299448,19078848,204
bitrate,S1,1612299449,9182656,205
packetcount,S2,1612299449,802,205
packetcount,S1,1612299449,796,205
bitrate,S2,1612299449,9251872,205
packetcount,Bronze,1612299449,1422,205
bitrate,Bronze,1612299449,16654464,205
packetcount,Gold,1612299449,1269,205
bitrate,Gold,1612299449,14862528,205
bitrate,Gold,1612299450,16994112,206
packetcount,S1,1612299450,797,206
packetcount,Gold,1612299450,1451,206
bitrate,S1,1612299450,9194192,206
packetcount,S2,1612299450,800,206
bitrate,S2,1612299450,9228800,206
packetcount,Bronze,1612299450,1241,206
bitrate,Bronze,1612299450,14534592,206
bitrate,Gold,1612299451,15518400,207
packetcount,S2,1612299451,808,207
bitrate,S1,1612299451,9274944,207
bitrate,S2,1612299451,9321088,207
packetcount,S1,1612299451,804,207
packetcount,Gold,1612299451,1325,207
packetcount,Bronze,1612299451,1353,207
bitrate,Bronze,1612299451,15846336,207
packetcount,Gold,1612299452,1310,208
bitrate,Gold,1612299452,15342720,208
packetcount,Bronze,1612299452,1386,208
packetcount,S2,1612299452,798,208
bitrate,S2,1612299452,9205728,208
bitrate,Bronze,1612299452,16232832,208
packetcount,S1,1612299452,795,208
bitrate,S1,1612299452,9171120,208
packetcount,S2,1612299453,798,209
packetcount,Gold,1612299453,1380,209
bitrate,Gold,1612299453,16162560,209
bitrate,S2,1612299453,9205728,209
packetcount,S1,1612299453,799,209
bitrate,S1,1612299453,9217264,209
packetcount,Bronze,1612299453,1312,209
bitrate,Bronze,1612299453,15366144,209
packetcount,S2,1612299454,804,210
bitrate,S2,1612299454,9274944,210
packetcount,Bronze,1612299454,1482,210
bitrate,Bronze,1612299454,17357184,210
bitrate,S1,1612299454,9194192,210
packetcount,S1,1612299454,797,210
bitrate,Gold,1612299454,14124672,210
packetcount,Gold,1612299454,1206,210
packetcount,Gold,1612299455,1648,211
bitrate,Gold,1612299455,19301376,211
packetcount,S2,1612299455,800,211
bitrate,S2,1612299455,9228800,211
packetcount,S1,1612299455,802,211
bitrate,S1,1612299455,9251872,211
bitrate,Bronze,1612299455,12168768,211
packetcount,Bronze,1612299455,1039,211
bitrate,Bronze,1612299456,10857024,212
packetcount,Bronze,1612299456,927,212
bitrate,S2,1612299456,9228800,212
packetcount,S2,1612299456,800,212
packetcount,Gold,1612299456,1766,212
packetcount,S1,1612299456,796,212
bitrate,Gold,1612299456,20683392,212
bitrate,S1,1612299456,9182656,212
bitrate,Bronze,1612299457,9884928,213
packetcount,Bronze,1612299457,844,213
packetcount,S2,1612299457,801,213
bitrate,S2,1612299457,9240336,213
packetcount,S1,1612299457,798,213
bitrate,S1,1612299457,9205728,213
packetcount,Gold,1612299457,1846,213
bitrate,Gold,1612299457,21620352,213
packetcount,S1,1612299458,802,214
packetcount,Bronze,1612299458,1168,214
bitrate,S2,1612299458,9263408,214
bitrate,Bronze,1612299458,13679616,214
bitrate,S1,1612299458,9251872,214
packetcount,S2,1612299458,803,214
packetcount,Gold,1612299458,1517,214
bitrate,Gold,1612299458,17767104,214
packetcount,S1,1612299459,797,215
packetcount,Bronze,1612299459,1018,215
bitrate,Bronze,1612299459,11922816,215
bitrate,S1,1612299459,9194192,215
bitrate,Gold,1612299459,19582464,215
packetcount,Gold,1612299459,1672,215
packetcount,S2,1612299459,802,215
bitrate,S2,1612299459,9251872,215
packetcount,S1,1612299460,797,216
bitrate,Gold,1612299460,17462592,216
bitrate,S1,1612299460,9194192,216
packetcount,Gold,1612299460,1491,216
bitrate,S2,1612299460,9251872,216
packetcount,S2,1612299460,802,216
packetcount,Bronze,1612299460,1199,216
bitrate,Bronze,1612299460,14042688,216
packetcount,S2,1612299461,799,217
packetcount,S1,1612299461,790,217
bitrate,S2,1612299461,9217264,217
bitrate,S1,1612299461,9113440,217
bitrate,Gold,1612299461,16396800,217
packetcount,Gold,1612299461,1400,217
packetcount,Bronze,1612299461,1300,217
bitrate,Bronze,1612299461,15225600,217
packetcount,Bronze,1612299462,1237,218
packetcount,S2,1612299462,808,218
bitrate,Bronze,1612299462,14487744,218
bitrate,S2,1612299462,9321088,218
packetcount,S1,1612299462,797,218
bitrate,S1,1612299462,9194192,218
packetcount,Gold,1612299462,1448,218
bitrate,Gold,1612299462,16958976,218
bitrate,S2,1612299463,9182656,219
packetcount,S2,1612299463,796,219
bitrate,S1,1612299463,9124976,219
bitrate,Gold,1612299463,18786048,219
packetcount,Gold,1612299463,1604,219
packetcount,S1,1612299463,791,219
packetcount,Bronze,1612299463,1097,219
bitrate,Bronze,1612299463,12848064,219
packetcount,S2,1612299464,802,220
packetcount,Gold,1612299464,1493,220
packetcount,S1,1612299464,795,220
bitrate,S1,1612299464,9171120,220
bitrate,Gold,1612299464,17486016,220
bitrate,S2,1612299464,9251872,220
packetcount,Bronze,1612299464,1198,220
bitrate,Bronze,1612299464,14030976,220
packetcount,S1,1612299465,800,221
bitrate,Gold,1612299465,18247296,221
packetcount,Gold,1612299465,1558,221
bitrate,S1,1612299465,9228800,221
packetcount,S2,1612299465,802,221
bitrate,Bronze,1612299465,13246272,221
packetcount,Bronze,1612299465,1131,221
bitrate,S2,1612299465,9251872,221
packetcount,S2,1612299466,804,222
packetcount,Bronze,1612299466,1223,222
bitrate,Bronze,1612299466,14323776,222
packetcount,Gold,1612299466,1464,222
bitrate,Gold,1612299466,17146368,222
bitrate,S2,1612299466,9274944,222
packetcount,S1,1612299466,797,222
bitrate,S1,1612299466,9194192,222
packetcount,Gold,1612299467,1284,223
bitrate,Gold,1612299467,15038208,223
packetcount,Bronze,1612299467,1408,223
packetcount,S2,1612299467,802,223
bitrate,S1,1612299467,9171120,223
bitrate,Bronze,1612299467,16490496,223
packetcount,S1,1612299467,795,223
bitrate,S2,1612299467,9251872,223
packetcount,Gold,1612299468,1677,224
bitrate,Gold,1612299468,19641024,224
packetcount,S1,1612299468,797,224
packetcount,S2,1612299468,800,224
bitrate,S1,1612299468,9194192,224
bitrate,S2,1612299468,9228800,224
bitrate,Bronze,1612299468,11899392,224
packetcount,Bronze,1612299468,1016,224
packetcount,Bronze,1612299469,1399,225
bitrate,Bronze,1612299469,16385088,225
packetcount,S2,1612299469,802,225
packetcount,S1,1612299469,790,225
bitrate,S2,1612299469,9251872,225
bitrate,S1,1612299469,9113440,225
bitrate,Gold,1612299469,15202176,225
packetcount,Gold,1612299469,1298,225
packetcount,S2,1612299470,802,226
bitrate,S1,1612299470,9240336,226
packetcount,S1,1612299470,801,226
packetcount,Bronze,1612299470,1502,226
bitrate,Bronze,1612299470,17591424,226
bitrate,S2,1612299470,9251872,226
packetcount,Gold,1612299470,1183,226
bitrate,Gold,1612299470,13855296,226
packetcount,S1,1612299471,802,227
packetcount,Bronze,1612299471,1516,227
bitrate,Bronze,1612299471,17755392,227
bitrate,S1,1612299471,9251872,227
packetcount,Gold,1612299471,1167,227
packetcount,S2,1612299471,805,227
bitrate,Gold,1612299471,13667904,227
bitrate,S2,1612299471,9286480,227
packetcount,S2,1612299472,800,228
packetcount,Gold,1612299472,1197,228
bitrate,S2,1612299472,9228800,228
bitrate,Gold,1612299472,14019264,228
packetcount,S1,1612299472,794,228
bitrate,S1,1612299472,9159584,228
packetcount,Bronze,1612299472,1499,228
bitrate,Bronze,1612299472,17556288,228
bitrate,Bronze,1612299473,18212160,229
packetcount,Bronze,1612299473,1555,229
packetcount,S2,1612299473,801,229
bitrate,S2,1612299473,9240336,229
packetcount,S1,1612299473,797,229
bitrate,S1,1612299473,9194192,229
packetcount,Gold,1612299473,1136,229
bitrate,Gold,1612299473,13304832,229
bitrate,Bronze,1612299474,17193216,230
packetcount,S2,1612299474,800,230
packetcount,Bronze,1612299474,1468,230
bitrate,S2,1612299474,9228800,230
bitrate,S1,1612299474,9067296,230
packetcount,S1,1612299474,786,230
packetcount,Gold,1612299474,1235,230
bitrate,Gold,1612299474,14464320,230
packetcount,S1,1612299475,793,231
packetcount,S2,1612299475,801,231
bitrate,S2,1612299475,9240336,231
bitrate,S1,1612299475,9148048,231
packetcount,Gold,1612299475,1330,231
bitrate,Gold,1612299475,15576960,231
packetcount,Bronze,1612299475,1365,231
bitrate,Bronze,1612299475,15986880,231
packetcount,Bronze,1612299476,1432,232
bitrate,Bronze,1612299476,16771584,232
packetcount,Gold,1612299476,1269,232
packetcount,S1,1612299476,789,232
bitrate,Gold,1612299476,14862528,232
bitrate,S1,1612299476,9101904,232
packetcount,S2,1612299476,799,232
bitrate,S2,1612299476,9217264,232
packetcount,S1,1612299477,800,233
bitrate,Bronze,1612299477,16748160,233
packetcount,Bronze,1612299477,1430,233
bitrate,S1,1612299477,9228800,233
packetcount,Gold,1612299477,1256,233
bitrate,S2,1612299477,9263408,233
packetcount,S2,1612299477,803,233
bitrate,Gold,1612299477,14710272,233
packetcount,S2,1612299478,803,234
packetcount,S1,1612299478,802,234
bitrate,S2,1612299478,9263408,234
bitrate,Gold,1612299478,12297600,234
packetcount,Gold,1612299478,1050,234
bitrate,S1,1612299478,9251872,234
packetcount,Bronze,1612299478,1635,234
bitrate,Bronze,1612299478,19149120,234
packetcount,Gold,1612299479,1307,235
bitrate,Gold,1612299479,15307584,235
packetcount,S1,1612299479,796,235
bitrate,S2,1612299479,9240336,235
packetcount,S2,1612299479,801,235
bitrate,S1,1612299479,9182656,235
bitrate,Bronze,1612299479,16221120,235
packetcount,Bronze,1612299479,1385,235
packetcount,Bronze,1612299480,1197,236
packetcount,S2,1612299480,798,236
bitrate,S2,1612299480,9205728,236
bitrate,Bronze,1612299480,14019264,236
packetcount,S1,1612299480,789,236
bitrate,S1,1612299480,9101904,236
packetcount,Gold,1612299480,1505,236
bitrate,Gold,1612299480,17626560,236
bitrate,Bronze,1612299481,13644480,237
packetcount,Bronze,1612299481,1165,237
packetcount,S2,1612299481,806,237
bitrate,S2,1612299481,9298016,237
packetcount,S1,1612299481,799,237
packetcount,Gold,1612299481,1518,237
bitrate,S1,1612299481,9217264,237
bitrate,Gold,1612299481,17778816,237
bitrate,Bronze,1612299482,12063360,238
packetcount,S1,1612299482,797,238
packetcount,Bronze,1612299482,1030,238
bitrate,S1,1612299482,9194192,238
packetcount,S2,1612299482,796,238
bitrate,S2,1612299482,9182656,238
packetcount,Gold,1612299482,1667,238
bitrate,Gold,1612299482,19523904,238
bitrate,Bronze,1612299483,14476032,239
packetcount,Bronze,1612299483,1236,239
packetcount,S1,1612299483,801,239
bitrate,S1,1612299483,9240336,239
bitrate,S2,1612299483,9286480,239
bitrate,Gold,1612299483,16947264,239
packetcount,Gold,1612299483,1447,239
packetcount,S2,1612299483,805,239
packetcount,S2,1612299484,802,240
bitrate,Gold,1612299484,17146368,240
bitrate,S2,1612299484,9251872,240
packetcount,Gold,1612299484,1464,240
packetcount,S1,1612299484,797,240
bitrate,S1,1612299484,9194192,240
packetcount,Bronze,1612299484,1226,240
bitrate,Bronze,1612299484,14358912,240
bitrate,S2,1612299485,9217264,241
packetcount,S2,1612299485,799,241
packetcount,Gold,1612299485,1229,241
bitrate,Gold,1612299485,14394048,241
packetcount,S1,1612299485,789,241
bitrate,S1,1612299485,9101904,241
packetcount,Bronze,1612299485,1473,241
bitrate,Bronze,1612299485,17251776,241
packetcount,Gold,1612299486,1320,242
packetcount,S2,1612299486,804,242
bitrate,S2,1612299486,9274944,242
bitrate,Gold,1612299486,15459840,242
packetcount,S1,1612299486,799,242
bitrate,S1,1612299486,9217264,242
packetcount,Bronze,1612299486,1366,242
bitrate,Bronze,1612299486,15998592,242
bitrate,S1,1612299487,9217264,243
packetcount,S1,1612299487,799,243
bitrate,Bronze,1612299487,14581440,243
packetcount,Bronze,1612299487,1245,243
packetcount,S2,1612299487,802,243
bitrate,S2,1612299487,9251872,243
packetcount,Gold,1612299487,1443,243
bitrate,Gold,1612299487,16900416,243
packetcount,S2,1612299488,800,244
packetcount,Bronze,1612299488,1231,244
bitrate,Bronze,1612299488,14417472,244
bitrate,S2,1612299488,9228800,244
packetcount,Gold,1612299488,1464,244
packetcount,S1,1612299488,794,244
bitrate,S1,1612299488,9159584,244
bitrate,Gold,1612299488,17146368,244
bitrate,Bronze,1612299489,14663424,245
bitrate,S2,1612299489,9240336,245
packetcount,S2,1612299489,801,245
bitrate,S1,1612299489,9171120,245
packetcount,Gold,1612299489,1441,245
bitrate,Gold,1612299489,16876992,245
packetcount,Bronze,1612299489,1252,245
packetcount,S1,1612299489,795,245
bitrate,S2,1612299490,9240336,246
packetcount,Gold,1612299490,1218,246
bitrate,Gold,1612299490,14265216,246
packetcount,S2,1612299490,801,246
bitrate,Bronze,1612299490,17275200,246
packetcount,Bronze,1612299490,1475,246
packetcount,S1,1612299490,795,246
bitrate,S1,1612299490,9171120,246
bitrate,Bronze,1612299491,20835648,247
bitrate,S2,1612299491,9228800,247
packetcount,S2,1612299491,800,247
packetcount,S1,1612299491,798,247
bitrate,S1,1612299491,9205728,247
packetcount,Bronze,1612299491,1779,247
packetcount,Gold,1612299491,913,247
bitrate,Gold,1612299491,10693056,247
packetcount,S2,1612299492,802,248
packetcount,Bronze,1612299492,1794,248
bitrate,Bronze,1612299492,21011328,248
bitrate,S2,1612299492,9251872,248
bitrate,S1,1612299492,9217264,248
packetcount,S1,1612299492,799,248
packetcount,Gold,1612299492,894,248
bitrate,Gold,1612299492,10470528,248
packetcount,S1,1612299493,799,249
bitrate,Gold,1612299493,17345472,249
packetcount,Gold,1612299493,1481,249
bitrate,S1,1612299493,9217264,249
packetcount,S2,1612299493,804,249
bitrate,S2,1612299493,9274944,249
packetcount,Bronze,1612299493,1205,249
bitrate,Bronze,1612299493,14112960,249
bitrate,S1,1612299494,9194192,250
bitrate,Gold,1612299494,18610368,250
bitrate,S2,1612299494,9251872,250
packetcount,S2,1612299494,802,250
packetcount,S1,1612299494,797,250
packetcount,Gold,1612299494,1589,250
packetcount,Bronze,1612299494,1101,250
bitrate,Bronze,1612299494,12894912,250
bitrate,S2,1612299495,9240336,251
bitrate,S1,1612299495,9228800,251
packetcount,S2,1612299495,801,251
packetcount,Gold,1612299495,1681,251
bitrate,Gold,1612299495,19687872,251
packetcount,S1,1612299495,800,251
bitrate,Bronze,1612299495,11793984,251
packetcount,Bronze,1612299495,1007,251
packetcount,S1,1612299496,794,252
bitrate,Gold,1612299496,18364416,252
packetcount,Gold,1612299496,1568,252
bitrate,S2,1612299496,9205728,252
packetcount,S2,1612299496,798,252
bitrate,S1,1612299496,9159584,252
packetcount,Bronze,1612299496,1129,252
bitrate,Bronze,1612299496,13222848,252
packetcount,Bronze,1612299497,1304,253
bitrate,Bronze,1612299497,15272448,253
packetcount,S2,1612299497,802,253
packetcount,S1,1612299497,791,253
bitrate,S1,1612299497,9124976,253
bitrate,S2,1612299497,9251872,253
packetcount,Gold,1612299497,1392,253
bitrate,Gold,1612299497,16303104,253
packetcount,S1,1612299498,797,254
bitrate,Gold,1612299498,14382336,254
packetcount,S2,1612299498,800,254
bitrate,S1,1612299498,9194192,254
bitrate,S2,1612299498,9228800,254
packetcount,Gold,1612299498,1228,254
packetcount,Bronze,1612299498,1465,254
bitrate,Bronze,1612299498,17158080,254
bitrate,S2,1612299499,9263408,255
packetcount,Gold,1612299499,1298,255
packetcount,S2,1612299499,803,255
bitrate,Gold,1612299499,15202176,255
packetcount,S1,1612299499,800,255
bitrate,S1,1612299499,9228800,255
packetcount,Bronze,1612299499,1388,255
bitrate,Bronze,1612299499,16256256,255
bitrate,Bronze,1612299500,16841856,256
packetcount,S2,1612299500,803,256
bitrate,S2,1612299500,9263408,256
bitrate,S1,1612299500,9171120,256
packetcount,S1,1612299500,795,256
packetcount,Bronze,1612299500,1438,256
bitrate,Gold,1612299500,14675136,256
